id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1918,No candidate mentioned,1,yes,1,Negative,0.6325,FOX News or Moderators,0.6325,,sophieloaphie,,0,,,Biggest winner &amp; loser of #GOPDebate? @FoxNews: Moderation WIN; App &amp; live streaming FAIL. @juanasummers &amp; @film_girl http://t.co/4HSpigrZTA,,8/7/2015 9:36,6.29693E+17,NOLA -- DC -- NYC ,Atlantic Time (Canada)
1919,No candidate mentioned,1,yes,1,Neutral,0.6556,None of the above,1,,pcocteau,,4,,,RT @Badpie24: So this sums up the entire #GOPDebate I suppose. http://t.co/FbaSoZc54U #clowncardumpsterfire,,8/7/2015 9:36,6.29693E+17,,Eastern Time (US & Canada)
1920,Chris Christie,0.444,yes,0.6663,Negative,0.6663,None of the above,0.444,,xbgix,,0,,,@seanhannity @ChrisChristie @GovChristie Then try not lying about your US Attorney - 9/11 appointment. #GOPDebate,,8/7/2015 9:36,6.29693E+17,Seattle,Pacific Time (US & Canada)
1921,No candidate mentioned,0.4793,yes,0.6923,Negative,0.3516,Immigration,0.4793,,LPulanaire,,1,,,RT @2DOPEANTIBHVR: so u want us to build a wall #GOPDebate,,8/7/2015 9:36,6.29693E+17,"Compton, CA",
1922,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,AmberRhea5,,0,,,“@HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H”. THIS @johnfmiddleton,,8/7/2015 9:36,6.29693E+17,I'm somewhere ignoring Louis.,Atlantic Time (Canada)
1923,Jeb Bush,0.4536,yes,0.6735,Neutral,0.6735,None of the above,0.4536,,ThatConservativ,,62,,,RT @KLSouth: .@JebBush &amp; Valerie Jarrett having dinner together. Rupert in middle. http://t.co/2OfH3IpYTv #jeb2016 #NoMoreBushes #GOPDebate,,8/7/2015 9:36,6.29693E+17,"Florida, USA",
1924,No candidate mentioned,1,yes,1,Negative,0.7126,Gun Control,1,,GoodTwitty,,27,,,RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense,,8/7/2015 9:36,6.29693E+17,State of Mind,Atlantic Time (Canada)
1925,Donald Trump,0.4209,yes,0.6488,Positive,0.3401,None of the above,0.4209,,_rightchick,,0,,,"While I sometimes don't like @realDonaldTrump 's character, he's still the only candidate calling it like it is. #GOPDebate #ycot",,8/7/2015 9:36,6.29693E+17,prolife. conservative. ,Pacific Time (US & Canada)
1926,Marco Rubio,1,yes,1,Positive,0.6882,None of the above,1,,MikeHarlow63,,0,,,"#GOPDebate #GOP Marco Rubio had the best zinger of the night ""how fortunate we are to have so many good candidates while the Dems have none!",,8/7/2015 9:36,6.29693E+17,"Cedar Park, TX",Central Time (US & Canada)
1927,No candidate mentioned,1,yes,1,Neutral,0.6477,None of the above,1,,_Christanky,,1,,,RT @JahmaolClark: If a Candidate speaks out against Mass Incarceration and #TheNewJimCrow it would be hard not to vote for them...#GOPDebate,,8/7/2015 9:36,6.29693E+17,dallas,Central Time (US & Canada)
1928,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,KaJo503,,0,,,Bernie Sanders live-tweeted the #GOPDebate http://t.co/noSDLXybM9 via @HuffPostPol,,8/7/2015 9:36,6.29693E+17,Upper Left Coast,Pacific Time (US & Canada)
1929,No candidate mentioned,1,yes,1,Neutral,0.6591,Religion,1,,ericdomond,,0,,,.@InklessPW could take some cues from the #GOPDebate. Why weren't our leaders asked if god has spoken to them? #macdebate,,8/7/2015 9:36,6.29693E+17,Edmonton,Mountain Time (US & Canada)
1930,Scott Walker,0.6702,yes,1,Neutral,0.6702,None of the above,1,,DeborahPeasley,,2,,,Multiple shots of Scott Walker nodding behind Ben Carson was one of the best parts of #GOPDebate. The real strength of #GOP.,,8/7/2015 9:36,6.29693E+17,,Central Time (US & Canada)
1931,Donald Trump,1,yes,1,Neutral,1,None of the above,1,,StayAdventurous,,0,,,Watch the #GOPDebate last nite? Well than you are ready for #trump this: the United States of #mexchat this Monday Aug10. 1pm ET,"[25.07852081, -80.44294696]",8/7/2015 9:36,6.29693E+17,New York City,Quito
1932,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),1,,arthauex,,40,,,"RT @mir_ross: You know what makes pushing 6lb+ being through my vaginal canal seem less appealing?
Men telling me it's my duty as a woman #…",,8/7/2015 9:36,6.29692E+17,,
1933,No candidate mentioned,0.4074,yes,0.6383,Neutral,0.3511,None of the above,0.4074,,AllenEllis14,,2,,,"RT @shawnsBrain66: ""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA",,8/7/2015 9:36,6.29692E+17,"alexandria,va",Eastern Time (US & Canada)
1934,Jeb Bush,1,yes,1,Negative,0.6989,FOX News or Moderators,0.6989,,totlth,,190,,,RT @LeahR77: Guess The Bush FIX WAS IN #GOPDebate ‼️ He Gets The Most Questions‼️ http://t.co/zuSRBs8QTa,,8/7/2015 9:36,6.29692E+17,"St Petersburg, FL",Eastern Time (US & Canada)
1935,No candidate mentioned,0.6434,yes,1,Negative,0.6997,FOX News or Moderators,0.6434,,garfield_paula,,2,,,"RT @dawnintheworld: @Chris @hardball_chris PLZ google education in Ohio and get, well, educated on education. @RepTimRyan  #GopDebate @Ohio…",,8/7/2015 9:36,6.29692E+17,Columbus Ohio,
1936,No candidate mentioned,1,yes,1,Negative,1,Gun Control,1,,GoodTwitty,,22,,,RT @shannonrwatts: Long-term prison costs for people who commit assault and homicide using guns costs $5.2 billion a year #GOPDebate #gunse…,,8/7/2015 9:36,6.29692E+17,State of Mind,Atlantic Time (Canada)
1937,No candidate mentioned,1,yes,1,Neutral,0.6813,None of the above,1,,LPulanaire,,1,,,RT @2DOPEANTIBHVR: Politics of the stomach #GOPDebate,,8/7/2015 9:36,6.29692E+17,"Compton, CA",
1938,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,noduhasif,,0,,,Republicans admit science is real. Why is this even news?!! #GOPDebate,,8/7/2015 9:36,6.29692E+17,,Arizona
1939,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.7147,,paolo44444,,0,,,The night #JohnStewart signed off from #TDS he killed 2 birds with one stone: #GOPDebate on #FoxDebate . No need to further comment on them,,8/7/2015 9:36,6.29692E+17,,Ljubljana
1940,Donald Trump,1,yes,1,Negative,0.6742,None of the above,0.6629,,barbaraemiller,,0,,,@Marmel Wondered same thing. And Trump did mention her firing in one of his recent diatribes. Surprised he didn't diss her @ #GOPDebate.,,8/7/2015 9:36,6.29692E+17,"Jacksonville, FL",Eastern Time (US & Canada)
1941,John Kasich,1,yes,1,Negative,1,Racial issues,0.3478,,clvssick,,24,,,"RT @mrmilianspeaks: Sam Dubose, Tamir rice, and John Crawford all died in Kasichs state and he dodged the police brutality question. #GOPDe…",,8/7/2015 9:36,6.29692E+17,803,Eastern Time (US & Canada)
1942,No candidate mentioned,1,yes,1,Neutral,0.655,None of the above,1,,zombeewolf,,6,,,RT @sistertoldjah: .@CarlyFiorina at @ijreview: Why I’m Running For President ---&gt;&gt;&gt;  http://t.co/phNgdByKSP #Carly2016 #GOPdebate http://t…,,8/7/2015 9:36,6.29692E+17,"Nashville, Tennessee",Central Time (US & Canada)
1943,No candidate mentioned,0.3839,yes,0.6196,Negative,0.3261,None of the above,0.3839,,TheHonorableAbe,,0,,,@GovernorPerry Who the heck is Ronald Raven? #GOPDebate,,8/7/2015 9:36,6.29692E+17,,Central Time (US & Canada)
1944,Donald Trump,1,yes,1,Negative,1,None of the above,0.6636,,great_gold,,19,,,"RT @FrankLuntz: My focus group actually likes Donald Trump as a person and a businessman… But not as a candidate.  #GOPDebate

http://t.co/…",,8/7/2015 9:36,6.29692E+17,,Eastern Time (US & Canada)
1945,Scott Walker,0.3989,yes,0.6316,Neutral,0.6316,None of the above,0.3989,,gidget2114,,42,,,"RT @HeatherNauert: ""Instead of fighting among ourselves...we should be focused on #HillaryClinton "" @ScottWalker tells @foxandfriends post …",,8/7/2015 9:35,6.29692E+17,Texas,Eastern Time (US & Canada)
1946,No candidate mentioned,1,yes,1,Negative,1,FOX News or Moderators,1,,Ritmoyclase2,,20,,,RT @Politics_PR: The #GOPDebate Showed How #FoxNews Enforces Republican Orthodoxy: http://t.co/3rnrI9CBvD #p2 http://t.co/6981eqojZn,,8/7/2015 9:35,6.29692E+17,,
1947,No candidate mentioned,0.4204,yes,0.6484,Neutral,0.6484,None of the above,0.4204,,miss_linseylynn,,0,,,"Tune into @937TheTicket for #4Downs at 11:45. Talking #GOPDebate and #TheDailyShow, Gronk Bus LLC, our dream jobs, and Yordano Ventura.",,8/7/2015 9:35,6.29692E+17,"Lincoln, NE",Eastern Time (US & Canada)
1948,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),0.6495,,authorkarlajay,,1,,,RT @TonyLoyd: Who won the #gopdebate? Billionaires &amp; bankers. Who lost? The rest of us. #debatewithbernie http://t.co/RFpNbtsoW6 http://t.c…,,8/7/2015 9:35,6.29692E+17,"Salt Lake City, Ut",Pacific Time (US & Canada)
1949,No candidate mentioned,1,yes,1,Neutral,0.6591,None of the above,1,,_Ms_Bee,,1,,,Very interesting.#GOPDebate  https://t.co/6INkmV9KZw,,8/7/2015 9:35,6.29692E+17,"Austin, TX",Central Time (US & Canada)
1950,Donald Trump,0.6628,yes,1,Negative,0.6744,FOX News or Moderators,1,,Lady_Penquin,,0,,,.@gatewaypundit @megynkelly @realDonaldTrump Megyn= the new Candy Crowley. They blundered badly. FOX exposed themselves. #GOPDebate,,8/7/2015 9:35,6.29692E+17,Virginia,Quito
1951,Rand Paul,0.6413,yes,1,Negative,1,FOX News or Moderators,0.6748,,FanofDixie,,0,,,Trumped: Rand Paul Gets Less Than Half the Time of ‘The Donald’ During GOP Debate - http://t.co/9WCiDg100e #GOPDebate #Trump,,8/7/2015 9:35,6.29692E+17,"Somewhere, USA",Eastern Time (US & Canada)
1952,No candidate mentioned,1,yes,1,Positive,1,FOX News or Moderators,1,,mhmwriter,,0,,,"genuinely impressed by @megynkelly. Thanks for your thoughtful questions on women, foreign policy, and race #GOPDebate",,8/7/2015 9:35,6.29692E+17,"Prospect Heights, Brooklyn",Eastern Time (US & Canada)
1953,No candidate mentioned,1,yes,1,Negative,1,Jobs and Economy,1,,Randy_Haas,,0,,,That's All! 😉 #FactCheck #GOPDebate http://t.co/jR7P3o5XhX,,8/7/2015 9:35,6.29692E+17,"Ann Arbor, MI",Eastern Time (US & Canada)
1954,Mike Huckabee,0.4853,yes,0.6966,Neutral,0.6966,None of the above,0.4853,,GovMikeHuckabee,,6,,,".@FrankLuntz #GOPDebate analysis, ""Who won? @GovMikeHuckabee"" --&gt; http://t.co/fWGhqVZ9dG #ImWithHuck",,8/7/2015 9:35,6.29692E+17,"Little Rock, Arkansas",Central Time (US & Canada)
1955,Donald Trump,1,yes,1,Negative,0.6515,Abortion,1,,jeannetteeee12,,236,,,"RT @feministabulous: Trump can say ""I hate the concept of abortion"" because he'll NEVER NEED ONE. #GOPDebate",,8/7/2015 9:35,6.29692E+17,"New York, USA",
1956,Donald Trump,1,yes,1,Negative,1,FOX News or Moderators,0.6854,,DaveSwindle,,40,,,"RT @benshapiro: If you want to finish Trump, you DO NOT FEED THE TROLL. Fox News fed the troll a five-course banquet. #GOPDebate",,8/7/2015 9:35,6.29692E+17,"Los Angeles, CA",Pacific Time (US & Canada)
1957,Marco Rubio,1,yes,1,Positive,1,None of the above,1,,ishatl,,0,,,@marcorubio #GOPDebate winner in my book! #dale #cuban,,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
1958,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,Ravennso,,0,,,They stopped at 10 because they couldn't fit any more in the clown car. #GOPDebate,,8/7/2015 9:35,6.29692E+17,between yesterday and tomorrow,Pacific Time (US & Canada)
1959,Ben Carson,1,yes,1,Neutral,0.6593,Jobs and Economy,0.6593,,zolly_b,,86,,,RT @rolandsmartin: Ben Carson wants a proportional tax system that is based on the biblical model of tithing. #GOPDebate #NewsOneNow #Rolan…,,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
1960,No candidate mentioned,0.4495,yes,0.6705,Neutral,0.6705,Religion,0.4495,,lyn_va,,70,,,"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate",,8/7/2015 9:35,6.29692E+17,,
1961,Marco Rubio,1,yes,1,Neutral,1,Immigration,1,,kuntz_katie,,0,,,On #immigrationreform #GOPDebate @marcorubio: most are Central Americans not Mexicans (true) and he wants electronic monitoring systems,,8/7/2015 9:35,6.29692E+17,Denver CO,Central Time (US & Canada)
1962,Mike Huckabee,1,yes,1,Positive,0.3596,LGBT issues,0.6742,,dandylioncreate,,8,,,RT @Clarknt67: I trust #trans solider @OnlyShaneOrtega to protect my freedom over @GovMikeHuckabee any day. #LGBT #GOPDebate http://t.co/zN…,,8/7/2015 9:35,6.29692E+17,NY/NJ metro area,Eastern Time (US & Canada)
1963,No candidate mentioned,1,yes,1,Positive,0.7002,None of the above,0.6424,,cooleyhorseman,,2,,,"RT @nannacassie: #CarlyFiorina knows what she's doing. Name your opponents weakness,name your own strenghths,state what she wanrts,ask for …",,8/7/2015 9:35,6.29692E+17,"Leesburg, VA",Eastern Time (US & Canada)
1964,No candidate mentioned,0.4298,yes,0.6556,Neutral,0.6556,Gun Control,0.4298,,GoodTwitty,,33,,,"RT @shannonrwatts: The average cost to U.S. taxpayers for a single gun homicide is nearly $400,000 #GOPDebate #gunsense",,8/7/2015 9:35,6.29692E+17,State of Mind,Atlantic Time (Canada)
1965,Marco Rubio,1,yes,1,Positive,0.6771,None of the above,1,,emily_hillstrom,,5,,,RT @michaelkruse: I agree with @mikeallen. Marco Rubio helped himself the most. http://t.co/k7tgoYm8Bi @politico #GOPDebate,,8/7/2015 9:35,6.29692E+17,Chicago ✈️ Washington D.C. ,Central Time (US & Canada)
1966,No candidate mentioned,1,yes,1,Negative,1,Religion,1,,ellikanne,,53,,,RT @OhNoSheTwitnt: [Helen Lovejoy voice] WON'T SOMEBODY PLEASE THINK OF THE CHRISTIANS? #GOPDebate,,8/7/2015 9:35,6.29692E+17,"Cottage Grove, OR",Pacific Time (US & Canada)
1967,No candidate mentioned,1,yes,1,Negative,1,None of the above,1,,missdefying,,5,,,"RT @TatianaKing: the fact that it WASNT EVEN A DEBATE AT ALL. It was literally pundits saying ""remember the time you said X? Bish how bout …",,8/7/2015 9:35,6.29692E+17,"Austin, TX",Central Time (US & Canada)
1968,Chris Christie,0.4307,yes,0.6562,Negative,0.6562,None of the above,0.4307,,slantpointnow,,0,,,msnbc: Chris Christie and Rand Paul feud in tense national security face-off at #GOPDebate: … http://t.co/7roNBlX7ys,,8/7/2015 9:35,6.29692E+17,"Indianapolis, IN",Eastern Time (US & Canada)
1969,No candidate mentioned,1,yes,1,Neutral,0.711,None of the above,1,,carolynscalise,,0,,,"oh, yes, you got that right, @BernieSanders #FeelTheBern #GOPDebate  https://t.co/myenLefBnF",,8/7/2015 9:35,6.29692E+17,"Bend, OR",Pacific Time (US & Canada)
1970,No candidate mentioned,1,yes,1,Negative,0.6631,None of the above,0.6471,,UsketchBK,,63,,,RT @SoulRevision: All the GOP candidates are going to their Klan Rally after the debate. #GOPdebate #KKKorGOP,,8/7/2015 9:35,6.29692E+17,"Austin, Texas",
1971,No candidate mentioned,1,yes,1,Neutral,0.6489,None of the above,1,,england498,,5,,,RT @John_R_Dykstra: I'm surprised that so many people have already picked a candidate. I'm still listening &amp; playing the field; good field.…,,8/7/2015 9:35,6.29692E+17,,Central Time (US & Canada)
1972,No candidate mentioned,0.4916,yes,0.7011,Negative,0.7011,None of the above,0.4916,,teerivsaid,,1,,,RT @freestyldesign: How can conservatives POSSIBLY Support a Candidate that DONATED TO HILLARY- EVER- that is ASININE #tcot #ccot #GOPDebat…,,8/7/2015 9:35,6.29692E+17,,
1973,Scott Walker,0.3484,yes,1,Negative,0.6516,Foreign Policy,0.3484,,Parkerkris,,0,,,"#GOPDebate #ScottWalker My take on the war-mongering last night:Walker-Cold War, Trump-Spanish American, All-States Rights/Civil War,Idiots!",,8/7/2015 9:35,6.29692E+17,"Colorado, USA",
1974,No candidate mentioned,1,yes,1,Negative,0.6875,None of the above,1,,ManAmongGods,,0,,,@shawnsBrain66 I'm a liberal and I was ecstatic.  That was hands down the best reality show I've ever seen. #GOPdebate,,8/7/2015 9:35,6.29692E+17,Ohio,
1975,Donald Trump,1,yes,1,Positive,1,FOX News or Moderators,1,,michaelj0n,,0,,,IMO @realDonaldTrump was targeted by @FoxNews in a biased attack No choice but 2 b on defens Could not offer any real subsatnce #GOPDebate,,8/7/2015 9:35,6.29692E+17,USA,Pacific Time (US & Canada)
1976,No candidate mentioned,1,yes,1,Negative,0.6924,Racial issues,1,,rachelosborn,,345,,,"RT @levarburton: Amen! RT @atticalocke: I'd like a ""culture of life"" too, like not getting shot by police.  #BlackLivesMatter #GOPDebate",,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
1977,John Kasich,0.4207,yes,0.6486,Positive,0.3407,None of the above,0.4207,,FreedomJames7,,1,,,"Montel Williams Just Endorsed John Kasich For President.
#GOPDebate http://t.co/eZ9yL3UXXs",,8/7/2015 9:35,6.29692E+17,,
1978,Donald Trump,1,yes,1,Negative,0.6667,None of the above,0.6667,,stephenmengland,,2,,,Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs and alcohol. #GOPDebate,,8/7/2015 9:35,6.29692E+17,USA,
1979,John Kasich,0.4211,yes,0.6489,Neutral,0.3511,None of the above,0.4211,,TemplePickert,,198,,,RT @4BillLewis: #JohnKasich hawking hats on #Twitter - #GOPDebate #FoxDebate #socialmedia #Kasich4Us #retweet #realdonaldtrump #marcorubio …,,8/7/2015 9:35,6.29692E+17,,
1980,Rand Paul,0.3868,yes,0.622,Neutral,0.3171,None of the above,0.3868,,Davis_Hammet,,91,,,RT @mashablegif: Ran Paul's eye roll is on point. #GOPDebate http://t.co/9H8UdTnrJw,,8/7/2015 9:35,6.29692E+17,"Topeka, Kansas",
1981,No candidate mentioned,1,yes,1,Positive,0.6465,FOX News or Moderators,1,,cubista,,25,,,"RT @sewellchan: ""Hooray for Fox News."" @FrankBruni's take on the #GOPDebate: http://t.co/c4jRx2mnJd",,8/7/2015 9:35,6.29692E+17,Los Ángeles,Pacific Time (US & Canada)
1982,No candidate mentioned,1,yes,1,Neutral,1,None of the above,1,,Todd_Spencer,,65,,,RT @ChuckNellis: #CarlyFiorina won't be 2nd tier in the next debate. #GOPDebate,,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
1983,No candidate mentioned,1,yes,1,Negative,0.6629,None of the above,0.6966,,wordsofaweasley,,1047,,,RT @_Snape_: Muggles are a joke. #GOPDebate,,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
1984,No candidate mentioned,1,yes,1,Neutral,0.6683,Gun Control,1,,GoodTwitty,,20,,,RT @shannonrwatts: Criminals and felons - including domestic abusers - take advantage of America's lax gun laws to arm themselves #GOPDebat…,,8/7/2015 9:35,6.29692E+17,State of Mind,Atlantic Time (Canada)
1985,No candidate mentioned,1,yes,1,Negative,1,None of the above,0.3571,,jspoupart,,0,,,"Fear &amp; Loathing in the #GOPDebate | http://t.co/wzoUdISFgi
by @digby56 #tcot #PJNET #FoxNews #GOPClownCar http://t.co/hW9DQXnFwP",,8/7/2015 9:35,6.29692E+17,Montréal,Atlantic Time (Canada)
1986,Mike Huckabee,1,yes,1,Negative,1,None of the above,1,,JMLewis007,,153,,,"RT @MattyIceAZ: Huckabee: ""We need to banish the Department of Education! We can't have voters being educated!!"" #GOPDebate",,8/7/2015 9:35,6.29692E+17,,
1987,No candidate mentioned,1,yes,1,Positive,0.3372,FOX News or Moderators,1,,SwampFoxSr,,0,,,"When @megynkelly says, for t sake of #argument, #LetMePlayTheDevilsAdvocate, she means it &amp; no one does it better. #GOPDebate #KellyFile",,8/7/2015 9:35,6.29692E+17,"SC & GA Swamps, USA",Atlantic Time (Canada)
1988,Jeb Bush,1,yes,1,Negative,0.6501,None of the above,1,,TeasyRoosevelt,,0,,,"Loved the exasperated look on Jeb's face during #GOPDebate. It's like he kept thinking, ""Am I the only one who is taking this seriously?""",,8/7/2015 9:35,6.29692E+17,,Atlantic Time (Canada)
1989,Chris Christie,1,yes,1,Neutral,0.6316,None of the above,1,,great_gold,,5,,,"RT @MolonLabe1776us: Anyone voting for Chris Christie?
#GOPDebate #TCOT http://t.co/2vXU3v9G4V",,8/7/2015 9:35,6.29692E+17,,Eastern Time (US & Canada)
